0 1 0
1e-05 0.836346 0
2e-05 0.454113 0
3e-05 0.0780628 0
4e-05 -0.14266 0
5e-05 -0.214759 0
6e-05 -0.215127 0
7e-05 -0.175462 0
8e-05 -0.076656 2.21358e-19
9e-05 -0.175462 -7.40442e-20
0.0001 -0.215127 -1.13772e-19
0.00011 -0.214759 -2.93532e-19
0.00012 -0.14266 -3.19252e-19
0.00013 0.0780628 -2.11588e-19
0.00014 0.454113 7.19265e-20
0.00015 0.836346 1.02039e-19
0.00016 1 1.80711e-19
0.00017 0.836346 -1.41157e-19
0.00018 0.454113 -1.88489e-19
0.00019 0.0780628 -2.66872e-19
0.0002 -0.14266 -3.26526e-19
0.00021 -0.214759 -1.00297e-19
0.00022 -0.215127 1.62954e-19
0.00023 -0.175462 4.37289e-19
0.00024 -0.076656 8.94081e-19
0.00025 -0.175462 7.11902e-19
0.00026 -0.215127 1.60762e-19
0.00027 -0.214759 -6.53053e-19
0.00028 -0.14266 -1.04906e-18
0.00029 0.0780628 -9.86462e-19
0.0003 0.454113 -7.00655e-19
0.00031 0.836346 -1.9194e-19
0.00032 1 3.60296e-20
0.00033 0.836346 2.02169e-19
0.00034 0.454113 7.07748e-19
0.00035 0.0780628 1.16722e-18
0.00036 -0.14266 7.45379e-19
0.00037 -0.214759 4.91885e-20
0.00038 -0.215127 -5.74559e-19
0.00039 -0.175462 -5.89984e-19
0.0004 -0.076656 -1.27798e-19
0.00041 -0.175462 -7.1886e-19
0.00042 -0.215127 -6.54781e-19
0.00043 -0.214759 -8.14976e-20
0.00044 -0.14266 7.15771e-19
0.00045 0.0780628 1.03681e-18
0.00046 0.454113 8.81249e-19
0.00047 0.836346 6.0083e-19
0.00048 1 3.90138e-19
0.00049 0.836346 2.96245e-19
0.0005 0.454113 1.83446e-19
0.00051 0.0780628 5.79947e-20
0.00052 -0.14266 -2.57257e-19
0.00053 -0.214759 -3.44087e-19
0.00054 -0.215127 -3.33793e-19
0.00055 -0.175462 -5.22124e-20
0.00056 -0.076656 1.3202e-19
0.00057 -0.175462 -3.23517e-19
0.00058 -0.215127 -4.06983e-19
0.00059 -0.214759 -6.62391e-19
0.0006 -0.14266 -2.89141e-19
0.00061 0.0780628 4.62164e-19
0.00062 0.454113 9.58186e-19
0.00063 0.836346 1.21919e-18
0.00064 1 6.87835e-19
0.00065 0.836346 2.05727e-19
0.00066 0.454113 -1.66659e-19
0.00067 0.0780628 6.30835e-20
0.00068 -0.14266 -1.15874e-19
0.00069 -0.214759 -6.26583e-19
0.0007 -0.215127 -7.73265e-19
0.00071 -0.175462 4.78955e-19
0.00072 -0.076656 2.18469e-18
0.00073 -0.175462 5.99859e-19
0.00074 -0.215127 -1.06164e-18
0.00075 -0.214759 -1.26488e-18
0.00076 -0.14266 -3.12445e-19
0.00077 0.0780628 5.15458e-19
0.00078 0.454113 9.90414e-19
0.00079 0.836346 1.33425e-18
0.0008 1 1.15975e-18
0.00081 0.836346 5.02984e-19
0.00082 0.454113 -7.74666e-19
0.00083 0.0780628 -1.49368e-18
0.00084 -0.14266 -1.13634e-18
0.00085 -0.214759 -4.30021e-19
0.00086 -0.215127 5.03852e-19
0.00087 -0.175462 7.7912e-19
0.00088 -0.076656 6.6386e-19
0.00089 -0.175462 7.11385e-19
0.0009 -0.215127 6.86273e-19
0.00091 -0.214759 3.80134e-20
0.00092 -0.14266 -9.74077e-19
0.00093 0.0780628 -1.55161e-18
0.00094 0.454113 -1.21783e-18
0.00095 0.836346 1.65867e-19
0.00096 1 1.00261e-18
0.00097 0.836346 1.39553e-18
0.00098 0.454113 1.37102e-18
0.00099 0.0780628 8.12276e-19
0.001 -0.14266 -4.3686e-19
0.00101 -0.214759 -1.23049e-18
0.00102 -0.215127 -1.17293e-18
0.00103 -0.175462 2.49237e-19
0.00104 -0.076656 2.81266e-18
0.00105 -0.175462 4.31155e-19
0.00106 -0.215127 -1.1678e-18
0.00107 -0.214759 -1.23498e-18
0.00108 -0.14266 -3.62411e-19
0.00109 0.0780628 6.31451e-19
0.0011 0.454113 1.51301e-18
0.00111 0.836346 1.54494e-18
0.00112 1 9.69983e-19
0.00113 0.836346 -2.38747e-19
0.00114 0.454113 -1.29517e-18
0.00115 0.0780628 -2.01947e-18
0.00116 -0.14266 -1.42931e-18
0.00117 -0.214759 -1.3857e-19
0.00118 -0.215127 8.53939e-19
0.00119 -0.175462 7.31212e-19
0.0012 -0.076656 2.24031e-19
0.00121 -0.175462 5.9311e-19
0.00122 -0.215127 4.82421e-19
0.00123 -0.214759 -5.58938e-19
