-50000 0.0066352 0
-49609.4 0.00663634 0.00675012
-49218.8 0.00663976 0.013503
-48828.1 0.00664547 0.0202613
-48437.5 0.00665347 0.0270278
-48046.9 0.00666378 0.0338052
-47656.2 0.0066764 0.0405964
-47265.6 0.00669137 0.0474042
-46875 0.0067087 0.0542313
-46484.4 0.00672841 0.0610807
-46093.8 0.00675053 0.0679552
-45703.1 0.0067751 0.0748579
-45312.5 0.00680216 0.0817917
-44921.9 0.00683173 0.0887598
-44531.2 0.00686387 0.0957652
-44140.6 0.00689863 0.102811
-43750 0.00693605 0.109901
-43359.4 0.0069762 0.117038
-42968.8 0.00701914 0.124227
-42578.1 0.00706492 0.131469
-42187.5 0.00711363 0.13877
-41796.9 0.00716535 0.146132
-41406.2 0.00722015 0.153561
-41015.6 0.00727812 0.16106
-40625 0.00733937 0.168633
-40234.4 0.00740399 0.176285
-39843.8 0.00747209 0.184021
-39453.1 0.0075438 0.191846
-39062.5 0.00761923 0.199763
-38671.9 0.00769852 0.20778
-38281.2 0.00778181 0.215902
-37890.6 0.00786926 0.224134
-37500 0.00796103 0.232483
-37109.4 0.0080573 0.240956
-36718.8 0.00815825 0.249559
-36328.1 0.00826409 0.258299
-35937.5 0.00837503 0.267185
-35546.9 0.00849129 0.276225
-35156.2 0.00861313 0.285428
-34765.6 0.00874081 0.294803
-34375 0.00887462 0.304361
-33984.4 0.00901485 0.314112
-33593.8 0.00916183 0.324068
-33203.1 0.00931593 0.334242
-32812.5 0.00947751 0.344647
-32421.9 0.00964698 0.355298
-32031.2 0.00982479 0.366211
-31640.6 0.0100114 0.377404
-31250 0.0102074 0.388896
-30859.4 0.0104132 0.400708
-30468.8 0.0106295 0.412862
-30078.1 0.010857 0.425385
-29687.5 0.0110964 0.438306
-29296.9 0.0113484 0.451655
-28906.2 0.011614 0.46547
-28515.6 0.011894 0.47979
-28125 0.0121896 0.494661
-27734.4 0.0125018 0.510138
-27343.8 0.0128319 0.526279
-26953.1 0.0131814 0.543159
-26562.5 0.0135519 0.56086
-26171.9 0.0139452 0.579483
-25781.2 0.0143633 0.599152
-25390.6 0.0148086 0.620017
-25000 0.0152841 0.642268
-24609.4 0.0157932 0.66615
-24218.8 0.0163401 0.691986
-23828.1 0.0169308 0.720221
-23437.5 0.0175734 0.75149
-23046.9 0.0182815 0.786757
-22656.2 0.0190799 0.827601
-22265.6 0.0200264 0.8769
-21875 0.0213025 0.940885
-21484.4 0.0238757 1.03799
-21093.8 0.0522898 1.30633
-20703.1 0.424712 1.09491
-20312.5 0.425509 1.02065
-19921.9 0.428933 0.986343
-19531.2 0.432783 0.968361
-19140.6 0.436852 0.959676
-18750 0.441147 0.957316
-18359.4 0.445656 0.959764
-17968.8 0.450425 0.966241
-17578.1 0.45549 0.976307
-17187.5 0.460861 0.989801
-16796.9 0.466618 1.0067
-16406.2 0.472832 1.02713
-16015.6 0.479556 1.05139
-15625 0.486921 1.07991
-15234.4 0.495084 1.11328
-14843.8 0.504198 1.15238
-14453.1 0.514568 1.19839
-14062.5 0.526575 1.25297
-13671.9 0.540788 1.31848
-13281.2 0.558123 1.39852
-12890.6 0.58006 1.49859
-12500 0.609247 1.62782
-12109.4 0.65085 1.80262
-11718.8 0.716709 2.05652
-11328.1 0.840595 2.47226
-10937.5 1.17329 3.34493
-10546.9 5.4852 8.49709
-10156.2 3.3806 -0.00462557
-9765.62 2.65547 0.0356606
-9375 2.3077 0.0387329
-8984.38 2.09311 0.0376051
-8593.75 1.94424 0.0356929
-8203.12 1.83351 0.0335919
-7812.5 1.74744 0.0315094
-7421.88 1.67837 0.0294276
-7031.25 1.62163 0.0274656
-6640.62 1.57428 0.0255804
-6250 1.53416 0.0237413
-5859.38 1.49991 0.0219905
-5468.75 1.47045 0.0202584
-5078.12 1.44492 0.0186144
-4687.5 1.4228 0.0170163
-4296.88 1.40358 0.0154728
-3906.25 1.38693 0.0139046
-3515.62 1.37247 0.0124399
-3125 1.36005 0.0109895
-2734.38 1.34948 0.00957889
-2343.75 1.34054 0.00816828
-1953.12 1.33315 0.00675565
-1562.5 1.32725 0.00539257
-1171.88 1.32274 0.00405143
-781.25 1.31952 0.00269143
-390.625 1.31764 0.00132006
0 1.317 0
390.625 1.31764 -0.00132006
781.25 1.31952 -0.00269143
1171.88 1.32274 -0.00405143
1562.5 1.32725 -0.00539257
1953.12 1.33315 -0.00675565
2343.75 1.34054 -0.00816828
2734.38 1.34948 -0.00957889
3125 1.36005 -0.0109895
3515.62 1.37247 -0.0124399
